,queries,labels
503,Cosmetic / Aids makeup / Accessories,Cosmetic/MakeUp Aids/Accessories
504,Cosmetic/makeup applicators,Cosmetic/MakeUp Applicators
505,Cosmetic / Makeup applicators,Cosmetic/MakeUp Applicators
506,Cosmetic/makeup display test,Cosmetic/MakeUp Display Test
507,Cosmetic / Makeup display test,Cosmetic/MakeUp Display Test
508,Cosmetic/Makeup/Glitter Paints,Cosmetic/MakeUp Paints/Shimmers/Glitters
509,Cosmetic paints / makeup / sparkle / glitter,Cosmetic/MakeUp Paints/Shimmers/Glitters
510,Cosmetics/Makeup Products others,Cosmetic/MakeUp Products Other
511,Cosmetic products / Makeup others,Cosmetic/MakeUp Products Other
512,Cosmetic/Makeup Varieties Packages,Cosmetic/MakeUp Products Variety Packs
513,Cosmetic / makeup variety packs,Cosmetic/MakeUp Products Variety Packs
514,Eyelashes - false,Eyelashes - False
515,Eyelash,Eyelashes - False
516,Skin clearance,Skin Lightening
517,Skin clarification,Skin Lightening
518,Tattoos/templates/stick jewelry - temporary,Tattoos/Stencils/Stick-on Jewellery - Temporary
519,Tattoos / Stencils / Bâton jewelry - temporary,Tattoos/Stencils/Stick-on Jewellery - Temporary
520,Cosmetic/fragrance varieties packages,Cosmetics/Fragrances Variety Packs
521,Cosmetics / perfume varieties packs,Cosmetics/Fragrances Variety Packs
522,Scent,Fragrances
523,Cosmetics - nails,Cosmetics - Nails
524,Cosmetic products/nail care: spare parts,Nail Cosmetic/Care Products - Replacement Parts
525,Nail Cosmetic / Care Products - Replacement parts,Nail Cosmetic/Care Products - Replacement Parts
526,Cosmetics/nail care products others,Nail Cosmetic/Care Products Other
527,Nail Cosmetic / Care Products Other,Nail Cosmetic/Care Products Other
528,Cosmetic/nail varieties packages,Nail Cosmetic/Care Products Variety Packs
529,Nail Cosmetic / Care Products Packs,Nail Cosmetic/Care Products Variety Packs
530,NAILS - Accessories (not enhanced),Nails - Accessories (Non Powered)
531,Nails - Accessories (not fed),Nails - Accessories (Non Powered)
532,NAILS - ACCESSORIES (FEEDING),Nails - Accessories (Powered)
533,Nails - Accessories (powered),Nails - Accessories (Powered)
534,NAILS: Aid (not enhanced),Nails - Aids (Non Powered)
535,Nails - AIDS (not fed),Nails - Aids (Non Powered)
536,NAILS - AID (FEEDING),Nails - Aids (Powered)
537,Nails - AIDS (Powered),Nails - Aids (Powered)
538,NAILS: Cosmetic cleaners/removal,Nails - Cleansers/Cosmetic Removers
539,Nails - Cleaning / Remover Cosmetic,Nails - Cleansers/Cosmetic Removers
540,NAILS - FALSE,Nails - False
541,NAILS - Treatments,Nails - Treatments
542,Hair Accessories,Hair - Accessories
543,Hair accessories,Hair - Accessories
544,HAIR - AIDS (not enhanced),Hair - Aids (Non Powered)
545,Hair - AIDS (not fed),Hair - Aids (Non Powered)
546,Hair - AIDS (fed),Hair - Aids (Powered)
547,Hair - AIDS (Powered),Hair - Aids (Powered)
548,HAIR - Brush and combs,Hair - Brushes and Combs
549,Hair - Brushes and combs,Hair - Brushes and Combs
550,Hair color,Hair - Colour
551,Hair color,Hair - Colour
552,HAIR - CONDITIONER/TREATMENT,Hair - Conditioner/Treatment
553,Hair - conditioner / treatment,Hair - Conditioner/Treatment
554,HAIR - FALSE,Hair - False
555,HAIR - PERMING,Hair - Perming
556,Hair - Permanent,Hair - Perming
557,Hair shampoo,Hair - Shampoo
558,HAIR - HAIR (not enhanced),Hair - Styling (Non Powered)
559,Hair - Style (not powered),Hair - Styling (Non Powered)
560,HAIR - HAIR (fed),Hair - Styling (Powered)
561,Hair - Style (Powered),Hair - Styling (Powered)
562,Hair care products: spare parts,Hair Care Products - Replacement Parts
563,Hair care products - replacement parts,Hair Care Products - Replacement Parts
564,Other hair care products,Hair Care Products Other
565,Other hair care products,Hair Care Products Other
566,Packages of varieties of hair care products,Hair Care Products Variety Packs
567,Packs of variety of hair care products,Hair Care Products Variety Packs
568,HAIR RIZERS/ROLLERS,Hair Curlers/Rollers
569,Curracles / Rolls,Hair Curlers/Rollers
570,Packages of Varieties of Hair Products,Hair Products Variety Packs
571,Packs of variety of hair products,Hair Products Variety Packs
572,Laundering/lightening products,Bleaching/Lightening Products
573,Bleaching / clarification products,Bleaching/Lightening Products
574,Hair removal/epilation (not enhanced),Depilation/Epilation (Non Powered)
575,Depilation / hair removal (not supplied),Depilation/Epilation (Non Powered)
576,Hair removal (fed),Depilation/Epilation (Powered)
577,Depilation / hair removal (powered),Depilation/Epilation (Powered)
578,Pelition - Care,Hair Removal - Care
579,Epilation - Care,Hair Removal - Care
580,Hair removal/spare parts: spare parts,Hair Removal/Masking Products - Replacement Parts
581,Hardey / masking products - replacement parts,Hair Removal/Masking Products - Replacement Parts
582,Hair removal/masking products,Hair Removal/Masking Products Other
583,EXPERIED / MASKING ATTER,Hair Removal/Masking Products Other
584,Varieties of hair removal/masking of masking products,Hair Removal/Masking Products Variety Packs
585,Wired / masking variety packs,Hair Removal/Masking Products Variety Packs
586,Peja your head/shear - Accessories,Hair Removal/Shaving - Accessories
587,Helping / shaving - Accessories,Hair Removal/Shaving - Accessories
588,Mirrors - Personal care,Mirrors - Personal Care
589,Mirrors - Personal care,Mirrors - Personal Care
590,Shave - blades,Shaving - Blades
591,Shaving - blades,Shaving - Blades
592,Shave - razor - disposable razors (not enhanced),Shaving - Razors - Disposable (Non Powered)
593,Shaving - razors - disposable (not powered),Shaving - Razors - Disposable (Non Powered)
594,Shadowed - Affection razors - non -disposable (not enhanced),Shaving - Razors - Non Disposable (Non Powered)
595,Shaving - razors - no disposable (not powered),Shaving - Razors - Non Disposable (Non Powered)
596,Shave - razor (fed) razors,Shaving - Razors (Powered)
597,Shaving - razors (powered),Shaving - Razors (Powered)
598,Shaving preparations,Shaving Preparations
599,Shaving preparations,Shaving Preparations
600,Maternity belt,Maternity Belt
601,Maternity belt,Maternity Belt
602,Maternity skin care/moisturizing products,Maternity Skin Care/Moisturing Products
603,Maternity / humidity skin care products,Maternity Skin Care/Moisturing Products
604,Adult incontinence - Pads,Adult Incontinence - Pads
605,Incontinence for adults: supplies,Adult Incontinence - Supplies
606,Adult incontinence - supplies,Adult Incontinence - Supplies
607,Incontinence for adults: underwear (disposable),Adult Incontinence - Underwear (Disposable)
608,Adult incontinence - underwear (disposable),Adult Incontinence - Underwear (Disposable)
609,Incontinence for adults: underwear (not disposable),Adult Incontinence - Underwear (Non Disposable)
610,Adult incontinence - underwear (not disposable),Adult Incontinence - Underwear (Non Disposable)
611,Other adult incontinence,Adult Incontinence Other
612,Another adult incontinence,Adult Incontinence Other
613,Packages of adult incontinence varieties,Adult Incontinence Variety Packs
614,Adult incontinence variety packs,Adult Incontinence Variety Packs
615,Baby diapers (disposable),Baby Diapers (Disposable)
616,Baby diapers (disposable),Baby Diapers (Disposable)
617,Baby diapers (not disposable),Baby Diapers (Non Disposable)
618,Baby diapers (not disposable),Baby Diapers (Non Disposable)
619,Baby diapers accessories,Baby Diapers Accessories
620,Baby diaper accessories,Baby Diapers Accessories
621,Diapers/accessories for others,Baby Diapers/Accessories Other
622,Baby diapers / Accessories,Baby Diapers/Accessories Other
623,Packets of diaper varieties/baby accessories,Baby Diapers/Accessories Variety Packs
624,Baby diaper variety / accessories variety packs,Baby Diapers/Accessories Variety Packs
625,Inserts/baby pads,Baby Inserts/Pads
626,Baby inserts / pads,Baby Inserts/Pads
627,Child Incontinence: diapers (disposable),Child Incontinence - Diapers (Disposable)
628,Children's incontinence - diapers (disposable),Child Incontinence - Diapers (Disposable)
629,Child Incontinence: diapers (non -dissisable),Child Incontinence - Diapers (Non-Disposable)
630,Children's incontinence - layers (not available),Child Incontinence - Diapers (Non-Disposable)
631,Child Incontinence - Another,Child Incontinence - Other
632,Children's incontinence - Other,Child Incontinence - Other
633,Children's incontinence - PADS,Child Incontinence - Pads
634,Incontinence Infant - underwear (disposable),Child Incontinence - Underwear (Disposable)
635,Children's incontinence - underwear (disposable),Child Incontinence - Underwear (Disposable)
636,Child Incontinence: underwear (not dysisible),Child Incontinence - Underwear (Non-Disposable)
637,Children's incontinence - underwear (not available),Child Incontinence - Underwear (Non-Disposable)
638,Child Incontinence - Variety Packages,Child Incontinence - Variety Packs
639,Children's incontinence - variety packs,Child Incontinence - Variety Packs
640,FEMALE HYGIENE - ACCESSORIES,Feminine Hygiene - Accessories
641,Female hygiene - Accessories,Feminine Hygiene - Accessories
642,Female hygiene - cups,Feminine Hygiene - Cups
643,Female hygiene - cups,Feminine Hygiene - Cups
644,Female Hygiene - Liners,Feminine Hygiene - Panty Liners
645,Feminine hygiene - panties,Feminine Hygiene - Panty Liners
646,FEMALE HYGIENE - Tampons,Feminine Hygiene - Tampons
647,Female hygiene - Tampons,Feminine Hygiene - Tampons
648,FEMALE HYGIENE - TOALLAS/ALMOHADILLAS,Feminine Hygiene - Towels/Pads
649,Female hygiene - towels / pads,Feminine Hygiene - Towels/Pads
650,Female/nursing hygiene other,Feminine/Nursing Hygiene Other
651,Female hygiene / Nurse other,Feminine/Nursing Hygiene Other
652,Female/Nursing Hygiene Varieties Packages,Feminine/Nursing Hygiene Variety Packs
653,Packs of female / nurse hygiene varieties,Feminine/Nursing Hygiene Variety Packs
654,Nursing hygiene accessories,Nursing Hygiene Accessories
655,Nurse hygiene accessories,Nursing Hygiene Accessories
656,Antitranspirants/deodorants,Antiperspirants/Deodorants
657,Antiperspirants / Deodorants,Antiperspirants/Deodorants
658,Cotton products,Cotton Wool Products
659,Nasal care/care,Ear/Nasal Care
660,Ear / Nasal care,Ear/Nasal Care
661,Facial fabric/scarves (disposable),Facial Tissue/Handkerchiefs (Disposable)
662,Facial / handkerchiefs (disposable),Facial Tissue/Handkerchiefs (Disposable)
663,OTHER GENERAL PERSONAL HYGIENE,General Personal Hygiene Other
664,General personal hygiene Other,General Personal Hygiene Other
665,General packages of personal hygiene varieties,General Personal Hygiene Variety Packs
666,General personal hygiene variety packs,General Personal Hygiene Variety Packs
667,Toilet paper,Toilet Paper
668,Toilet paper,Toilet Paper
669,Rinsers/Rinsers/mouth,Breath Fresheners/Mouth Rinses
670,Let's make refresh / rinsing of the mouth,Breath Fresheners/Mouth Rinses
671,Dental cleaning,Dental Cleansing
672,Dental cleaning,Dental Cleansing
673,Postize/orthodontic denture - care,Denture/Orthodontic - Care
674,Denture / Orthodontic - Care,Denture/Orthodontic - Care
675,Postize/Orthodontic Denture - Cleaning,Denture/Orthodontic - Cleansing
676,DEVACTURES / Orthodontic - Cleaning,Denture/Orthodontic - Cleansing
677,Oral care - Accessories,Oral Care - Accessories
678,Oral care - Accessories,Oral Care - Accessories
679,Oral care - AIDS (not enhanced),Oral Care - Aids (Non Powered)
680,Oral care - AIDS (not fed),Oral Care - Aids (Non Powered)
681,Oral care - AIDS (fed),Oral Care - Aids (Powered)
682,Oral care - AIDS (Powered),Oral Care - Aids (Powered)
683,Oral care center: brush/cleaner/storage (fed),Oral Care Centre - Brush/Cleanser/Storage (Powered)
684,Oral care center - brush / cleaner / storage (powered),Oral Care Centre - Brush/Cleanser/Storage (Powered)
685,Oral hygiene: spare parts,Oral Hygiene - Replacement Parts
686,Oral hygiene - replacement parts,Oral Hygiene - Replacement Parts
687,Oral hygiene another,Oral Hygiene Other
688,Oral hygiene,Oral Hygiene Other
689,Oral hygiene varieties,Oral Hygiene Variety Packs
690,Oral hygiene variety packs,Oral Hygiene Variety Packs
691,Varieties of varieties of personal hygiene products,Personal Hygiene Products Variety Packs
692,Personal hygiene products variety packs,Personal Hygiene Products Variety Packs
693,Penetration accessories (not enhanced),Penetration Accessories (Non Powered)
694,Penetration accessories (not supplied),Penetration Accessories (Non Powered)
695,Penetration accessories (fed),Penetration Accessories (Powered)
696,Penetration accessories (powered),Penetration Accessories (Powered)
697,Suction devices (not enhanced),Suction Devices (Non Powered)
698,Suction devices (not supplied),Suction Devices (Non Powered)
699,Suction devices (fed),Suction Devices (Powered)
700,Suction devices (supplied),Suction Devices (Powered)
701,Bathroom additives,Bath Additives
702,Bath additives,Bath Additives
703,Body Laving Other,Body Washing Other
704,Body washing,Body Washing Other
705,Body wash varieties,Body Washing Variety Packs
706,Body washing variety packs,Body Washing Variety Packs
707,Cleaning/Wash Accessories - Personnel,Cleansing/Washing Accessories - Personal
708,Cleaning / washing accessories - Staff,Cleansing/Washing Accessories - Personal
709,Cleaning/Wash/Soap - Body,Cleansing/Washing/Soap - Body
710,Cleaning / washing / soap - Body,Cleansing/Washing/Soap - Body
711,Tallitas - Personnel,Wipes - Personal
712,After shaving care,After Shave Care
713,After shaving care,After Shave Care
714,Posterior moisturizers,After-Sun Moisturisers
715,Moisturizers after,After-Sun Moisturisers
716,You help the point (not enhanced),Anti-spot Aids (Non Powered)
717,Help anti-point (not fed),Anti-spot Aids (Non Powered)
718,You help the point (fed),Anti-spot Aids (Powered)
719,Anti-Point assistance (Powered),Anti-spot Aids (Powered)
720,Cleaners of cleaners/cosmetics (not fed),Cleansers/Cosmetics Removers (Non Powered)
721,Cleaners / co-collars (not supplied),Cleansers/Cosmetics Removers (Non Powered)
